MyUnknownColumn,id,Gender,Customer Type,Age,Type of Travel,Class,Flight Distance,Inflight wifi service,Departure/Arrival time convenient,Ease of Online booking,Gate location,Food and drink,Online boarding,Seat comfort,Inflight entertainment,On-board service,Leg room service,Baggage handling,Checkin service,Inflight service,Cleanliness,Departure Delay in Minutes,Arrival Delay in Minutes,satisfaction
25060,42775,Female,Loyal Customer,58,Business travel,Eco Plus,493,2,4,4,4,2,3,2,2,2,2,2,4,2,5,0,0.0,satisfied
73149,105401,Male,Loyal Customer,25,Personal Travel,Eco,369,1,4,1,2,3,1,5,3,4,2,1,3,2,3,0,0.0,neutral or dissatisfied
77676,91159,Female,Loyal Customer,60,Personal Travel,Eco,366,1,4,1,2,5,4,3,4,4,1,4,1,4,3,0,0.0,neutral or dissatisfied
47352,105736,Female,Loyal Customer,20,Business travel,Business,883,4,1,1,1,4,4,4,4,4,5,3,1,2,4,20,30.0,neutral or dissatisfied
85358,114451,Female,Loyal Customer,32,Business travel,Business,308,5,5,5,5,3,4,3,3,4,3,4,4,5,3,2,0.0,satisfied
69237,128477,Male,Loyal Customer,68,Personal Travel,Eco,651,2,4,2,1,3,2,3,3,5,4,3,5,4,3,17,11.0,neutral or dissatisfied
44601,107032,Female,disloyal Customer,43,Business travel,Eco,395,3,4,3,4,4,3,4,4,1,3,4,1,3,4,2,2.0,neutral or dissatisfied
38637,114516,Female,Loyal Customer,57,Business travel,Business,2759,1,1,1,1,3,4,4,4,4,4,4,5,4,3,16,4.0,satisfied
62529,124851,Female,Loyal Customer,31,Personal Travel,Eco,280,1,5,4,1,4,4,1,4,3,5,5,5,5,4,0,0.0,neutral or dissatisfied
66663,19196,Male,disloyal Customer,22,Business travel,Eco,542,3,4,3,4,5,3,5,5,1,3,3,1,3,5,0,0.0,neutral or dissatisfied
47738,55285,Male,disloyal Customer,29,Business travel,Business,1608,3,3,3,1,5,3,5,5,3,3,4,4,5,5,0,0.0,neutral or dissatisfied
48299,120221,Female,Loyal Customer,53,Business travel,Business,2824,1,3,3,3,3,3,3,1,1,2,1,2,1,2,0,3.0,neutral or dissatisfied
34183,7299,Female,disloyal Customer,54,Business travel,Business,139,4,5,5,1,3,4,3,3,3,4,5,4,5,3,0,0.0,satisfied
18693,63863,Male,Loyal Customer,55,Business travel,Business,3730,2,2,2,2,5,4,4,4,4,4,4,3,4,5,32,20.0,satisfied
36157,20272,Male,Loyal Customer,52,Personal Travel,Eco,235,4,4,4,2,5,4,5,5,4,2,5,3,5,5,25,19.0,neutral or dissatisfied
69605,94665,Female,Loyal Customer,44,Business travel,Business,2422,2,5,5,5,4,4,3,2,2,2,2,3,2,2,2,0.0,neutral or dissatisfied
87006,71520,Female,Loyal Customer,37,Business travel,Business,3409,3,2,3,3,3,5,5,4,4,4,4,5,4,4,3,0.0,satisfied
73035,123770,Female,Loyal Customer,58,Business travel,Business,1797,1,1,1,1,5,4,3,1,1,1,1,1,1,1,0,1.0,neutral or dissatisfied
15278,67757,Male,disloyal Customer,14,Business travel,Eco,1188,1,1,1,3,2,1,2,2,5,3,4,3,5,2,0,0.0,neutral or dissatisfied
20897,25618,Female,disloyal Customer,15,Business travel,Eco,666,5,5,5,3,5,5,5,5,4,5,3,2,5,5,0,0.0,satisfied
40380,28950,Male,Loyal Customer,44,Business travel,Business,672,4,4,4,4,1,3,4,4,4,4,4,2,4,2,14,16.0,neutral or dissatisfied
400,83974,Female,Loyal Customer,43,Business travel,Business,373,2,5,2,2,2,5,4,5,5,5,5,5,5,3,0,0.0,satisfied
57872,124744,Male,Loyal Customer,53,Personal Travel,Eco Plus,399,3,5,3,3,4,3,4,4,4,3,5,5,4,4,0,0.0,neutral or dissatisfied
25603,23973,Male,Loyal Customer,46,Business travel,Eco,596,2,3,3,3,2,2,2,2,1,2,3,2,3,2,138,115.0,neutral or dissatisfied
24095,73757,Male,Loyal Customer,66,Personal Travel,Eco,192,2,4,2,3,3,2,3,3,4,4,5,4,5,3,15,4.0,neutral or dissatisfied
99035,34419,Female,disloyal Customer,20,Business travel,Eco,728,2,2,2,4,5,2,5,5,3,4,4,4,4,5,0,0.0,neutral or dissatisfied
76202,14234,Male,disloyal Customer,21,Business travel,Eco,1290,3,3,3,3,3,3,1,3,5,3,4,5,4,3,0,4.0,neutral or dissatisfied
77414,40731,Male,Loyal Customer,49,Business travel,Business,3338,5,5,4,5,2,1,1,4,4,4,4,2,4,1,0,0.0,satisfied
11715,25128,Male,Loyal Customer,34,Business travel,Business,3860,5,5,5,5,1,4,1,2,2,2,2,2,2,1,0,6.0,satisfied
51022,71917,Male,Loyal Customer,57,Personal Travel,Eco,1744,5,1,5,2,1,5,1,1,3,5,2,4,2,1,0,0.0,satisfied
35956,86472,Female,Loyal Customer,17,Business travel,Business,794,2,5,5,5,2,2,2,2,1,5,4,1,3,2,11,0.0,neutral or dissatisfied
986,127230,Female,disloyal Customer,54,Business travel,Eco,1209,2,2,2,3,4,2,4,4,4,4,3,3,3,4,0,2.0,neutral or dissatisfied
46210,90565,Female,disloyal Customer,22,Business travel,Business,404,5,0,5,5,2,5,3,2,4,3,4,4,4,2,0,6.0,satisfied
9704,21202,Female,Loyal Customer,28,Business travel,Business,3850,0,4,0,4,5,5,5,5,1,3,5,2,5,5,0,0.0,satisfied
19685,23818,Male,Loyal Customer,23,Personal Travel,Eco,438,4,3,4,3,2,4,2,2,2,4,3,3,5,2,128,121.0,neutral or dissatisfied
96116,127729,Female,Loyal Customer,44,Business travel,Business,2350,2,2,2,2,4,4,4,2,2,2,2,3,2,3,0,0.0,satisfied
67425,77004,Male,disloyal Customer,40,Business travel,Business,368,2,2,2,2,2,2,2,2,3,2,5,5,5,2,0,0.0,neutral or dissatisfied
83749,68219,Male,Loyal Customer,27,Business travel,Business,631,2,3,2,2,5,4,5,5,5,3,5,4,4,5,0,0.0,satisfied
100912,100935,Female,Loyal Customer,43,Business travel,Business,838,4,4,4,4,3,5,5,4,4,4,4,3,4,4,0,8.0,satisfied
4302,47107,Female,Loyal Customer,44,Business travel,Eco,737,2,3,2,3,3,4,5,2,2,2,2,2,2,4,48,42.0,satisfied
5578,100306,Female,Loyal Customer,26,Business travel,Business,1587,2,2,2,2,4,4,4,4,4,2,4,4,4,4,39,17.0,satisfied
55179,68020,Male,Loyal Customer,18,Personal Travel,Eco,280,2,5,2,4,4,2,4,4,1,3,4,4,1,4,0,0.0,neutral or dissatisfied
47157,27559,Male,Loyal Customer,66,Personal Travel,Eco,679,2,5,2,4,3,2,3,3,5,3,5,4,4,3,0,0.0,neutral or dissatisfied
70743,99179,Female,Loyal Customer,71,Business travel,Business,3344,2,2,2,2,4,5,5,4,4,4,4,4,4,4,4,0.0,satisfied
48108,32872,Female,Loyal Customer,18,Personal Travel,Eco,216,2,2,2,4,5,2,5,5,2,5,2,1,4,5,0,0.0,neutral or dissatisfied
91231,99965,Female,Loyal Customer,54,Business travel,Business,2838,3,3,3,3,3,4,1,4,4,4,4,5,4,4,0,0.0,satisfied
4376,66916,Male,Loyal Customer,41,Business travel,Business,1966,4,4,4,4,2,4,5,5,5,5,5,4,5,5,0,0.0,satisfied
11756,277,Male,Loyal Customer,40,Business travel,Business,402,3,3,3,3,5,3,3,5,5,5,5,2,5,5,0,0.0,satisfied
8833,116790,Female,Loyal Customer,48,Personal Travel,Eco Plus,362,2,5,2,3,4,5,5,5,5,2,5,4,5,4,0,0.0,neutral or dissatisfied
12650,33672,Male,Loyal Customer,26,Personal Travel,Eco Plus,399,2,4,0,4,3,0,3,3,1,4,3,3,4,3,8,36.0,neutral or dissatisfied
33300,103799,Male,Loyal Customer,51,Business travel,Business,3993,3,3,3,3,3,4,5,4,4,4,4,3,4,5,24,11.0,satisfied
93585,64211,Female,disloyal Customer,28,Business travel,Business,799,4,4,4,3,4,4,4,4,3,5,4,4,4,4,41,47.0,satisfied
45800,3690,Male,Loyal Customer,22,Business travel,Business,3010,1,1,1,1,4,4,4,4,5,3,5,4,5,4,0,3.0,satisfied
44202,29698,Male,Loyal Customer,23,Business travel,Eco,1542,4,3,3,3,4,4,5,4,4,4,3,2,2,4,0,0.0,satisfied
43823,48020,Female,Loyal Customer,77,Business travel,Eco Plus,150,2,2,2,2,3,3,4,2,2,2,2,4,2,1,0,0.0,neutral or dissatisfied
13836,41889,Male,Loyal Customer,67,Personal Travel,Business,129,4,0,4,5,5,5,5,4,4,4,5,3,4,5,0,10.0,neutral or dissatisfied
58319,28121,Female,Loyal Customer,41,Business travel,Eco,550,5,2,2,2,5,5,5,1,5,3,2,5,3,5,248,268.0,satisfied
61438,93175,Female,Loyal Customer,30,Personal Travel,Eco,1075,2,4,2,3,1,2,1,1,3,5,5,5,4,1,0,0.0,neutral or dissatisfied
88707,54207,Male,Loyal Customer,43,Business travel,Eco Plus,1504,1,1,1,1,1,1,1,1,1,5,4,1,3,1,11,74.0,neutral or dissatisfied
26489,32631,Male,Loyal Customer,50,Business travel,Eco,216,5,2,2,2,5,5,5,5,3,2,3,4,1,5,0,0.0,satisfied
60086,802,Male,Loyal Customer,47,Business travel,Business,134,2,3,3,3,4,4,4,2,2,2,2,2,2,2,0,0.0,neutral or dissatisfied
62312,22695,Female,Loyal Customer,40,Business travel,Eco,589,3,2,2,2,3,3,3,3,4,2,4,4,3,3,0,0.0,neutral or dissatisfied
29955,121290,Male,Loyal Customer,42,Personal Travel,Eco,2282,1,3,1,4,5,1,5,5,4,5,4,3,3,5,0,0.0,neutral or dissatisfied
29341,81621,Male,Loyal Customer,41,Business travel,Business,1142,2,2,2,2,4,5,5,5,5,5,5,5,5,4,13,19.0,satisfied
70350,96833,Female,disloyal Customer,42,Business travel,Business,849,2,2,2,3,5,2,5,5,5,5,5,5,4,5,19,0.0,neutral or dissatisfied
72352,101944,Female,Loyal Customer,39,Business travel,Business,3226,3,3,3,3,3,4,4,4,4,4,4,5,4,3,0,0.0,satisfied
100892,8326,Male,Loyal Customer,7,Personal Travel,Eco Plus,402,3,5,3,2,3,3,3,3,4,5,5,3,5,3,0,0.0,neutral or dissatisfied
11042,23844,Female,disloyal Customer,34,Business travel,Business,552,3,3,3,4,1,3,1,1,5,2,4,5,5,1,0,0.0,neutral or dissatisfied
23246,92001,Male,Loyal Customer,75,Business travel,Eco Plus,236,2,2,2,2,3,2,3,3,4,2,4,3,4,3,6,3.0,neutral or dissatisfied
54410,47931,Male,Loyal Customer,30,Personal Travel,Eco,817,4,4,4,3,4,4,4,4,4,1,4,4,2,4,0,0.0,satisfied
76979,5584,Female,Loyal Customer,28,Business travel,Business,685,4,4,2,4,4,4,4,4,3,2,5,5,5,4,4,15.0,satisfied
49528,100350,Female,Loyal Customer,43,Personal Travel,Eco,1165,4,4,4,2,3,4,5,1,1,4,1,4,1,4,2,0.0,satisfied
49905,101852,Male,Loyal Customer,50,Business travel,Business,519,5,5,5,5,4,4,4,4,4,4,4,5,4,5,1,0.0,satisfied
73889,44972,Male,Loyal Customer,55,Business travel,Business,222,3,3,3,3,1,2,5,5,5,5,5,3,5,3,0,0.0,satisfied
40701,71232,Male,Loyal Customer,52,Business travel,Business,1602,1,1,1,1,4,4,5,5,5,5,5,3,5,3,0,0.0,satisfied
69393,6711,Male,Loyal Customer,50,Personal Travel,Eco,403,3,2,3,4,2,3,2,2,2,3,4,2,3,2,30,26.0,neutral or dissatisfied
38348,83255,Female,Loyal Customer,9,Business travel,Business,1979,2,2,2,2,5,5,5,5,3,2,5,4,5,5,0,5.0,satisfied
77185,125720,Male,Loyal Customer,64,Personal Travel,Eco,899,2,4,2,1,5,2,5,5,4,5,4,3,5,5,2,0.0,neutral or dissatisfied
22744,118335,Male,Loyal Customer,25,Business travel,Business,3500,3,4,4,4,3,3,3,3,2,3,3,2,2,3,0,0.0,neutral or dissatisfied
63466,81069,Male,disloyal Customer,23,Business travel,Eco,931,2,2,2,4,4,2,4,4,1,1,3,4,4,4,2,5.0,neutral or dissatisfied
7563,15706,Female,Loyal Customer,30,Business travel,Business,1784,5,5,5,5,5,5,5,5,1,2,2,2,3,5,0,0.0,satisfied
76339,76955,Female,Loyal Customer,33,Business travel,Business,1990,1,4,4,4,2,3,4,1,1,1,1,4,1,3,0,0.0,neutral or dissatisfied
25602,8478,Female,Loyal Customer,45,Business travel,Business,2084,5,5,5,5,4,4,5,4,4,4,4,5,4,2,19,22.0,satisfied
21869,106032,Female,Loyal Customer,35,Personal Travel,Eco,682,2,5,2,3,2,2,2,2,5,4,5,5,4,2,9,2.0,neutral or dissatisfied
71272,91152,Male,Loyal Customer,65,Personal Travel,Eco,581,1,5,1,2,5,1,5,5,4,4,2,1,5,5,0,0.0,neutral or dissatisfied
88756,41328,Male,Loyal Customer,42,Business travel,Business,689,2,2,2,2,5,2,3,2,2,2,2,1,2,2,1,0.0,neutral or dissatisfied
28960,69615,Female,Loyal Customer,43,Business travel,Business,2446,5,5,5,5,4,4,4,4,4,3,5,4,5,4,0,0.0,satisfied
54578,78945,Male,Loyal Customer,51,Personal Travel,Eco Plus,500,4,4,4,5,2,4,2,2,5,3,4,5,5,2,26,7.0,neutral or dissatisfied
81527,106505,Male,Loyal Customer,55,Business travel,Eco Plus,495,3,2,5,2,2,3,2,2,4,1,3,1,3,2,0,0.0,neutral or dissatisfied
102226,80081,Female,Loyal Customer,30,Business travel,Business,1096,4,4,4,4,4,4,4,4,4,5,4,3,4,4,0,0.0,satisfied
71384,92405,Male,Loyal Customer,36,Business travel,Business,1947,4,4,3,4,4,5,5,4,4,4,4,5,4,4,0,0.0,satisfied
21227,32127,Male,Loyal Customer,37,Business travel,Business,101,4,4,4,4,2,4,4,5,5,5,3,3,5,5,0,0.0,satisfied
52212,63440,Male,Loyal Customer,15,Personal Travel,Eco,447,4,2,4,4,5,4,5,5,1,1,3,3,4,5,0,0.0,neutral or dissatisfied
52907,105649,Male,Loyal Customer,47,Business travel,Business,919,2,2,2,2,5,4,4,4,4,4,4,3,4,4,6,12.0,satisfied
16676,123116,Female,Loyal Customer,25,Business travel,Business,3828,1,1,1,1,1,1,1,1,3,2,4,1,3,1,0,1.0,neutral or dissatisfied
56958,103458,Male,disloyal Customer,37,Business travel,Business,393,5,5,5,4,1,5,1,1,5,2,5,4,4,1,19,0.0,satisfied
79769,83193,Female,Loyal Customer,42,Business travel,Business,2600,1,1,1,1,2,5,4,3,3,3,3,4,3,3,0,0.0,satisfied
57089,128383,Male,Loyal Customer,54,Business travel,Business,647,2,2,2,2,3,4,4,4,4,4,4,4,4,4,0,0.0,satisfied
23273,87260,Female,disloyal Customer,25,Business travel,Business,577,3,5,3,4,2,3,2,2,4,5,4,4,4,2,11,7.0,neutral or dissatisfied
44941,46980,Female,Loyal Customer,34,Personal Travel,Eco,845,4,5,4,3,2,4,2,2,4,2,5,5,5,2,0,2.0,neutral or dissatisfied
32836,117045,Male,Loyal Customer,59,Business travel,Business,451,5,5,5,5,5,5,5,2,2,2,2,5,2,3,1,0.0,satisfied
75043,122118,Female,Loyal Customer,59,Business travel,Business,130,0,4,0,2,5,5,5,4,4,4,4,3,4,4,0,0.0,satisfied
37427,96062,Female,Loyal Customer,59,Business travel,Business,2180,2,5,3,5,2,4,4,2,2,2,2,1,2,2,15,17.0,neutral or dissatisfied
37864,96043,Male,Loyal Customer,43,Business travel,Eco,583,2,4,4,4,2,2,2,2,3,4,3,1,4,2,0,0.0,neutral or dissatisfied
91752,77380,Female,Loyal Customer,44,Business travel,Business,2969,2,3,2,2,5,5,4,5,5,5,5,3,5,3,0,0.0,satisfied
80118,111938,Female,Loyal Customer,40,Business travel,Business,533,3,1,3,3,3,4,5,5,5,5,5,4,5,3,7,6.0,satisfied
93351,27660,Male,disloyal Customer,27,Business travel,Eco,1216,2,2,2,1,5,2,5,5,3,2,4,1,4,5,0,0.0,neutral or dissatisfied
38801,98963,Female,disloyal Customer,22,Business travel,Eco,543,3,1,3,3,2,3,2,2,3,2,3,4,4,2,41,34.0,neutral or dissatisfied
3441,86384,Female,Loyal Customer,48,Business travel,Business,2706,2,2,2,2,4,5,5,5,5,5,5,4,5,4,36,40.0,satisfied
38645,83521,Female,Loyal Customer,66,Personal Travel,Eco,946,3,5,3,1,3,1,2,1,1,3,1,3,1,3,0,0.0,neutral or dissatisfied
9958,35593,Male,Loyal Customer,77,Business travel,Eco Plus,1028,3,5,1,1,3,3,3,3,2,5,3,4,3,3,29,44.0,neutral or dissatisfied
74811,73890,Male,disloyal Customer,24,Business travel,Eco,998,3,3,3,1,4,3,3,4,5,5,3,4,4,4,0,0.0,neutral or dissatisfied
71525,85415,Female,disloyal Customer,22,Business travel,Eco,214,3,2,3,3,5,3,5,5,3,5,4,3,3,5,2,0.0,neutral or dissatisfied
56658,87327,Female,disloyal Customer,22,Business travel,Business,1027,2,3,2,3,4,2,4,4,4,3,4,4,3,4,7,0.0,neutral or dissatisfied
15349,34247,Female,Loyal Customer,27,Business travel,Business,1666,1,1,1,1,3,3,3,3,4,2,3,1,1,3,65,46.0,satisfied
50064,10350,Male,Loyal Customer,27,Business travel,Business,301,5,5,3,5,4,4,4,4,3,4,5,5,5,4,22,24.0,satisfied
43586,71262,Female,Loyal Customer,44,Personal Travel,Eco,733,3,3,3,2,2,3,4,1,1,3,1,4,1,1,0,0.0,neutral or dissatisfied
71792,88283,Female,disloyal Customer,62,Business travel,Business,271,3,3,3,3,2,3,2,2,4,5,5,5,5,2,0,0.0,neutral or dissatisfied
102920,63288,Male,Loyal Customer,50,Business travel,Business,337,2,2,2,2,4,5,5,5,5,5,5,3,5,3,0,0.0,satisfied
21033,19444,Male,Loyal Customer,21,Personal Travel,Eco,503,3,2,3,3,5,3,5,5,4,3,4,1,3,5,41,42.0,neutral or dissatisfied
44621,104491,Male,Loyal Customer,59,Personal Travel,Eco,860,4,4,4,4,1,4,1,1,1,1,4,4,4,1,0,0.0,satisfied
9550,100795,Female,Loyal Customer,22,Business travel,Business,2525,1,1,1,1,5,5,5,5,5,5,5,3,4,5,0,0.0,satisfied
68343,117880,Female,Loyal Customer,34,Business travel,Business,2544,0,0,0,5,2,4,4,5,5,5,5,3,5,3,68,72.0,satisfied
92846,105554,Female,Loyal Customer,48,Personal Travel,Eco,611,5,3,5,3,4,4,3,4,4,5,4,2,4,3,6,0.0,satisfied
52818,128717,Male,Loyal Customer,55,Business travel,Business,1464,2,2,3,2,3,5,5,5,5,5,5,3,5,4,0,0.0,satisfied
6160,33082,Female,Loyal Customer,58,Personal Travel,Eco,102,1,5,1,2,1,4,4,1,1,1,1,4,1,1,0,0.0,neutral or dissatisfied
29422,6117,Female,Loyal Customer,58,Business travel,Business,3085,5,5,5,5,2,5,4,4,4,4,4,3,4,3,0,0.0,satisfied
37493,24997,Female,Loyal Customer,65,Personal Travel,Eco,692,3,5,3,5,3,4,5,4,4,3,4,4,4,4,0,0.0,neutral or dissatisfied
66379,113539,Male,Loyal Customer,43,Business travel,Business,3724,1,1,1,1,5,5,5,4,4,4,5,3,4,5,0,0.0,satisfied
83683,71543,Female,disloyal Customer,25,Business travel,Business,1197,3,0,3,2,5,3,5,5,4,4,5,3,5,5,0,0.0,neutral or dissatisfied
981,24228,Female,Loyal Customer,49,Business travel,Eco,302,5,4,4,4,1,5,4,5,5,5,5,1,5,4,30,19.0,satisfied
58467,26426,Male,Loyal Customer,24,Business travel,Eco,925,4,2,2,2,4,4,3,4,2,1,3,1,4,4,0,0.0,satisfied
78998,103946,Male,Loyal Customer,51,Business travel,Business,2308,2,2,2,2,3,5,5,4,4,4,4,3,4,5,0,0.0,satisfied
7723,56418,Male,Loyal Customer,57,Business travel,Business,1900,2,2,2,2,5,4,4,4,4,4,4,5,4,4,0,0.0,satisfied
13229,37874,Male,Loyal Customer,38,Business travel,Business,1578,3,4,4,4,3,3,3,2,5,2,3,3,2,3,151,137.0,neutral or dissatisfied
38966,112192,Male,Loyal Customer,25,Business travel,Business,2769,2,2,2,2,4,4,4,4,3,2,5,3,5,4,19,13.0,satisfied
79575,45857,Female,Loyal Customer,15,Personal Travel,Eco Plus,517,2,5,2,1,2,2,2,2,1,4,5,5,2,2,0,2.0,neutral or dissatisfied
31449,63755,Male,Loyal Customer,25,Business travel,Eco Plus,1660,3,5,5,5,3,2,1,3,3,3,3,1,4,3,0,0.0,neutral or dissatisfied
19826,75088,Female,Loyal Customer,58,Personal Travel,Eco,1814,3,2,3,4,5,4,4,5,5,3,5,3,5,2,0,0.0,neutral or dissatisfied
69179,104826,Male,Loyal Customer,58,Business travel,Business,2625,5,5,5,5,3,4,5,4,4,4,4,4,4,4,35,37.0,satisfied
60007,60368,Female,Loyal Customer,33,Business travel,Business,1476,5,5,3,5,4,5,4,4,4,4,4,4,4,3,1,0.0,satisfied
95405,58211,Female,Loyal Customer,31,Personal Travel,Eco,925,1,5,1,3,5,1,5,5,3,4,5,3,4,5,44,36.0,neutral or dissatisfied
71486,45597,Female,Loyal Customer,60,Business travel,Business,3515,1,1,1,1,4,5,2,5,5,5,5,5,5,4,0,3.0,satisfied
80823,110476,Male,Loyal Customer,33,Personal Travel,Eco,925,3,4,3,4,3,3,3,3,5,2,4,5,5,3,21,8.0,neutral or dissatisfied
36763,84974,Female,Loyal Customer,46,Business travel,Business,1590,5,5,5,5,4,4,5,3,3,4,3,3,3,3,9,5.0,satisfied
43529,101824,Female,Loyal Customer,10,Personal Travel,Eco,1521,1,5,1,1,5,1,5,5,3,2,3,5,4,5,42,20.0,neutral or dissatisfied
36347,54737,Male,Loyal Customer,61,Personal Travel,Eco,861,2,4,2,2,5,2,4,5,3,5,4,3,4,5,5,0.0,neutral or dissatisfied
9478,111492,Male,disloyal Customer,44,Business travel,Business,391,4,4,4,2,2,4,2,2,4,4,4,3,4,2,0,5.0,satisfied
48390,103388,Male,disloyal Customer,23,Business travel,Eco,237,2,5,2,3,2,2,2,2,4,4,4,5,5,2,1,0.0,neutral or dissatisfied
4090,26992,Female,Loyal Customer,49,Business travel,Eco,867,5,3,3,3,4,1,2,5,5,5,5,1,5,3,0,3.0,satisfied
51685,23267,Male,Loyal Customer,58,Business travel,Business,775,1,1,1,1,2,4,4,2,2,2,2,4,2,3,26,58.0,satisfied
85096,117548,Male,Loyal Customer,57,Business travel,Business,2270,5,5,5,5,2,4,5,2,2,3,2,3,2,4,6,6.0,satisfied
99102,44579,Male,Loyal Customer,35,Business travel,Business,2505,5,5,5,5,5,2,4,4,4,4,5,3,4,5,51,53.0,satisfied
78359,65105,Male,Loyal Customer,60,Personal Travel,Eco,551,1,1,1,3,3,1,3,3,1,3,3,1,4,3,0,0.0,neutral or dissatisfied
59763,9807,Female,Loyal Customer,40,Business travel,Business,1832,2,2,2,2,3,4,5,4,4,4,4,3,4,4,0,0.0,satisfied
5881,50736,Female,Loyal Customer,21,Personal Travel,Eco,193,2,5,2,2,1,2,1,1,5,2,4,3,5,1,0,0.0,neutral or dissatisfied
103079,125271,Female,disloyal Customer,23,Business travel,Eco,1353,3,3,3,4,4,3,4,4,4,2,4,1,3,4,0,0.0,neutral or dissatisfied
41439,73921,Female,Loyal Customer,25,Business travel,Business,2342,2,2,4,2,4,4,4,3,2,4,4,4,5,4,0,9.0,satisfied
32300,89790,Male,Loyal Customer,59,Personal Travel,Eco,1089,2,5,2,4,1,2,1,1,2,2,2,5,2,1,59,30.0,neutral or dissatisfied
49972,126264,Female,Loyal Customer,52,Business travel,Business,468,3,2,2,2,1,4,4,3,3,3,3,1,3,4,0,0.0,neutral or dissatisfied
102080,111039,Male,Loyal Customer,42,Business travel,Business,197,1,3,3,3,2,2,2,2,2,3,1,2,2,1,4,25.0,neutral or dissatisfied
99298,28416,Male,disloyal Customer,19,Business travel,Eco,1399,3,3,3,4,3,3,3,3,1,3,3,4,4,3,0,0.0,neutral or dissatisfied
56160,18431,Male,Loyal Customer,56,Business travel,Business,3980,4,4,4,4,3,5,5,4,4,4,4,5,4,3,8,9.0,satisfied
59771,54355,Male,Loyal Customer,43,Business travel,Eco,1235,5,4,4,4,5,5,5,5,4,3,3,4,5,5,0,0.0,satisfied
3144,19698,Female,Loyal Customer,47,Business travel,Business,475,2,2,2,2,5,4,3,2,2,1,2,2,2,2,10,0.0,neutral or dissatisfied
73828,44399,Male,Loyal Customer,59,Business travel,Business,342,4,1,1,1,1,3,3,4,4,3,4,1,4,4,0,16.0,neutral or dissatisfied
82425,50208,Male,Loyal Customer,73,Business travel,Eco,373,2,5,5,5,2,2,2,2,1,3,3,2,3,2,98,132.0,neutral or dissatisfied
15921,37844,Male,disloyal Customer,27,Business travel,Eco,937,1,0,0,1,5,0,5,5,2,2,1,2,2,5,20,22.0,neutral or dissatisfied
40234,1615,Female,Loyal Customer,30,Business travel,Business,3733,3,2,2,2,3,3,3,3,4,2,4,1,3,3,11,16.0,neutral or dissatisfied
99967,51324,Male,Loyal Customer,23,Business travel,Eco Plus,421,4,2,2,2,4,4,1,4,2,5,4,1,3,4,0,0.0,neutral or dissatisfied
16360,75579,Male,Loyal Customer,46,Business travel,Business,337,1,2,2,2,2,3,3,1,1,1,1,3,1,1,15,48.0,neutral or dissatisfied
43508,71536,Female,Loyal Customer,49,Business travel,Business,2080,1,1,1,1,2,5,5,4,4,5,4,4,4,5,0,0.0,satisfied
39743,21468,Male,disloyal Customer,39,Business travel,Eco,164,2,0,2,3,1,2,1,1,3,2,4,4,4,1,0,0.0,neutral or dissatisfied
56120,84656,Male,Loyal Customer,60,Business travel,Business,682,4,4,4,4,4,4,5,2,2,2,2,5,2,5,0,11.0,satisfied
33996,83177,Male,disloyal Customer,38,Business travel,Business,549,2,1,1,4,3,1,1,3,3,4,4,4,5,3,13,2.0,neutral or dissatisfied
39638,106152,Male,Loyal Customer,44,Business travel,Eco,436,3,1,1,1,3,3,3,3,4,1,4,1,3,3,21,14.0,neutral or dissatisfied
97240,56573,Female,disloyal Customer,18,Business travel,Eco,1068,3,3,3,2,2,3,2,2,4,3,4,5,5,2,0,0.0,neutral or dissatisfied
95657,1997,Male,Loyal Customer,23,Personal Travel,Eco,351,2,4,5,2,3,5,3,3,5,5,5,4,4,3,3,0.0,neutral or dissatisfied
49196,8877,Male,disloyal Customer,10,Business travel,Eco,622,3,3,3,3,3,3,3,3,1,2,4,1,4,3,0,11.0,neutral or dissatisfied
70723,39212,Male,Loyal Customer,49,Business travel,Business,173,5,5,5,5,5,5,5,5,5,5,4,5,5,3,50,73.0,satisfied
28351,43484,Male,Loyal Customer,25,Business travel,Business,3397,4,4,4,4,5,5,5,5,5,2,1,2,3,5,14,5.0,satisfied
51479,125524,Female,Loyal Customer,46,Business travel,Business,226,0,0,0,2,3,5,5,5,5,5,5,3,5,5,36,33.0,satisfied
57504,1298,Male,Loyal Customer,55,Personal Travel,Eco,89,2,5,2,3,3,2,3,3,1,3,5,3,4,3,4,0.0,neutral or dissatisfied
68886,102190,Female,Loyal Customer,30,Business travel,Eco,197,4,2,2,2,4,3,4,4,2,4,4,2,3,4,47,38.0,neutral or dissatisfied
75840,43488,Male,Loyal Customer,41,Business travel,Business,3718,0,1,1,3,1,2,2,5,5,5,5,1,5,3,2,0.0,satisfied
26627,82453,Female,disloyal Customer,20,Business travel,Eco,502,1,0,1,3,2,1,2,2,5,4,4,5,5,2,1,0.0,neutral or dissatisfied
37877,33810,Female,Loyal Customer,35,Business travel,Eco,1428,2,5,3,3,2,3,2,2,3,2,3,4,3,2,0,0.0,neutral or dissatisfied
25312,92528,Male,Loyal Customer,57,Personal Travel,Eco,1947,3,4,3,2,2,3,2,2,5,2,4,5,4,2,0,0.0,neutral or dissatisfied
45173,5371,Male,Loyal Customer,62,Business travel,Business,812,3,3,3,3,4,3,3,3,3,4,3,1,3,2,0,14.0,neutral or dissatisfied
